overall,food,service,ambience,review
5,5,5,5,"Excellent contemporary fair that spends from high end seafood to old fashioned fixins. A great place to see those in the know about food and fare from most walks, the most common thread being those who can appreciate a fine meal, beverage, and conversation."
4,5,5,4,Always a go-to place.  A little something for everyone done with creative flair.  Too bad it's so noisy you can't have a conversation with your dining partners.
4,4,4,4,"I love Neighborhood Services this time some of the food was a little salty. The halibut and wedge salad was perfect, but the stroganoff had too much salt in the sauce. The meat was tender and the pasta was good.  Service is always great!"
3,5,4,4,We were disappointed that we had an 8:30 reservation and were not seated till 9:15. The hostess was very apologetic. Our server was friendly and brought us an appetizer 鈥渙n the house鈥 to help ease the frustration of waiting so long!
5,5,5,4,"This place was great, service was excellent, food was equally great, was pretty loud but we went to visit with friends so that was not an issue!"
5,5,5,5,It鈥檚 the best-ALWAYS!!!
2,3,3,2,"We had a reservation, however, after waited about 20 minutes we were still being told the same thing - that people were paying their bills and it would be just a minute. As it was 8:30pm at this time, we decided to sit at the bar. The restaurant is VERY loud and it wasn't just because we were in the bar area. It is a relatively small place so it wouldn't have mattered where we were. The food was pretty good, but I would be hesitant to go back since they can't handle their reservations. The place was packed - too crowded for my taste. They need to figure out a way to handle the intake and still make it conducive to having a conversation. The best note was the bartender, Rob, who took care of us. He was very pleasant and attentive."
5,5,5,5,The best.  I just have a hard time deciding on my enter. The wedge salad is to die for
5,5,5,5,Great evening once again at NHS!!  Waitress was very attentive.  Food was excellent!!!
4,4,4,4,Very good!
4,5,3,3,"FIT FOR A FOODIEOrchids at Palm Court is a restaurant fit for foodies. The food, the main focus, is exquisite. I didn't think a dish could be better than the blue cheese salad I had as my first course. The rabbit trio proved me wrong.  What an excellent dish.The wine list is very expensive, but there are a few good deals to be found."
5,4,5,5,Beautiful place! Love the classic style. The service was outstanding! Best in Cincinnati! Perfect for a special occasion. They really made the dinner a success for our family celebration.
5,5,5,5,"Always one of the best meals you can have in Cincinnati.  Service was fantastic, food is decadent and the place really had an energy...  It was very busy in the bar, busy in the lobby, you could hear the piano playing in the background.....  Just a fun, relaxing experience."
5,5,5,5,Had an amazing time. Our server tate was incredibly knowledgeable about the dishes and the service he provided was wonderful. Truly made our anniversary special.
5,5,5,5,"As indicated the ambiance was great. Very high class. Perfect for our 51st wedding anniversary celebration. We were also so pleased with the attitude and assistance of the wait staff as they prepared and served our meal with consideration for our necessity to leave rather soon. Our fault, not theirs, as traffic and our timing was wanting. Nevertheless we arrived at Music Hall in time for a wonderful concert. A fine evening of celebrating. Thank you."
5,4,5,5,"Our first experience at Orchids was amazing. I loved the ambience, and the service was perfect. Tate took great care of us. Food was well executed - not my favorite tartare, but the second course maitake was amazing. We were also sent off with a cute little granola bar covered in their in house honey - so good! Great dinner - perfect for a special occasion."
5,5,5,5,"This was our first time at Orchids and it met our expectations and more. The food was excellent, the service superb and the ambiance just right. My wife and totally enjoined a special evening at Orchids at the Palm Court."
5,5,5,5,Awesome experience and consistent every time!
5,5,5,5,"Celebrated our 13th wedding anniversary on Saturday evening. We had the tasting menu and everything was exquisite.  I've written reviews for Orchids before and everything I said then, is the same today.Our service was impeccable - amazing team, amazing food and amazing atmosphere.  Thank you ALL for a very special anniversary dinner."
5,5,5,5,Amazing staff and the ambiance is beyond compare. The menu is top notch! We had a fantastic evening celebrating our sons 30th birthday.
5,5,5,5,Everything was outstanding as usual.  We brought friends to celebrate their anniversary.  They were truly impressed.
5,5,5,5,"Amazing experience, worthy of a special occasion.  The staff is very knowledgeable and polite.  The menu has a nice variety, and each dish is delicious."
5,5,5,5,"We had a great dinner and the atmosphere were was enjoyable.The mood was wonderful with live music, will go again."
5,5,5,5,"We were warmly greeted and allowed time for a quick drink before dinner. Our waiter Tate explained each item with enthusiasm  so that I wanted to try everything.  His descriptions were spot on and his recommendations were terrific.  Service was prompt and efficient. The wine list is extensive and offers good selections in all price ranges. The wait time between ordering dessert and being served was a little longer than ideal...not a complaint, just an observation.  I recommend Orchids any and all occasions."
5,5,5,5,Great experience.  Classic Art Deco ambiance.  Service outstanding.  Corn chowder appetizer special.  Chef creations between courses elegant.  Avocado ice cream with coconut cake dessert great as well.  Would definitely go back.
5,5,5,5,Everything about the entire dining experience was perfect.
5,5,5,5,Wonderful meal.   Maitre D and server were beyond great!
5,5,5,3,The star of the experience was the food.and the chef and servers were devoted to this end.  The delicious combinations of foods and their surprising variety Constantly kept our attention.  So glad we weren鈥檛 in company so we would have to make conversation.  And proportions seemed just right so that at the end of the meal we were just comfortable and satisfied.
5,4,5,5,"Wonderful! The staff, the drinks and food, and overall experience are fabulous. It was a special anniversary celebration!"
4,4,4,4,"The ambiance at Palm Court is wonderful!  It is definitely a special occasion restaurant because of the prices, but quite a dining experience!  I loved it!"
1,1,3,5,"I've had in the last few years at Orchides at Palm Court some of the best meals that I've enjoyed that I have ever had in my culinary travels here and abroad.  So my meal this past Tuesday evening was extremely disappointing, to say the least, particularly as I had taken a guest there to show that person that we did have a dining experience in Cincinnati that could match he marvelous meal he had just had in New York City.  The two rolls and the bread stick were without question exceptional!  A+ The amuse bouche was ""texturally"" quite stimulating but nothing ""amusingly""  tasty.  The corn soup first course was rich and smooth, but overpoweringly corn flavored.  The entree, halibut, was a culinary disaster:  it looked like a wounded war causality, served in a dark, blackened banana peel that the server suggested I not try eating, topped with a gray-green sauce on an over-cooked and dry piece of fish.  I sent it back.  I order the scallops with cauliflower bites; it too was not an attractive presentation nor a particularly interesting or satisfying tasting entree.  And the dessert, highly recommended by the server, a spice cake was overpoweringly sweet, a sugar fix, but rather an attractive work of art.  The wine was satisfactory, but not compelling."
5,4,5,5,The atmosphere and service are outstanding. The food was very good but not incredible.
5,5,5,5,Anniversary!! Great time!
5,5,5,5,Wonderful evening!!  Beautiful venue!  The tasting menu was exquisite and the service five star!!
5,5,5,5,We had a pregnancy announcement for my parents and got very special treatment from all of the staff.  They are all very genuine and care about this restaurant and their jobs.  Everyone is very attentive.  Perfect ambiance as well.
3,1,4,5,"We have always liked Orchids for special occasions because of traditional menu expectations.  That is no longer the case and I doubt if we will be back.  Quite frankly, the menu was just plain weird.  Maybe it was our choices, but the flavorings were much to Eastern Mediterranean for our tastes.  The lamb was tough, and the lamb sausages were hard and just plain awful.  Having suffered this meal and its ridiculous cost, explains why there was virtually no other diners and it was just 7:00pm"
5,5,5,5,This of course is a high end restaurant as it is in a wonderful old hotel. The food was some of the best I have had. The dishes had several layers of taste and texture all complimenting each other. The service was spot on with dishes being presented at the same time to me and my guest (nice touch not seen very often anymore). I like to dine up and The Orchids did not disappoint.
5,5,5,5,Total dining experience. Fabulous from start to finish. A must if you're visiting and have never been before.
5,5,5,5,This was our first time. At first I was disappointed that they didnt have filet mignon but their ny strip steak was amazing.
5,5,5,5,Very good!  We had a lovely birthday dinner.  It was great.
5,4,5,5,"This is always a special place.  Service is second to none (special thanks to Samantha for making the evening wonderful).  Meals are decadent and well-presented (although this trip we found the cook on the duck a little over....still good).  Put this on your list for a special occasion, or when you need to buy yourself out of a screwup with your partner."
5,5,5,5,"As always a great dining experience. The food was on point with a few pleasant surprises. Joel was patient with us as we chose a wine and the service, as always, was great."
5,5,5,5,Excellent!
5,5,5,5,"New menu items were delightful. Smoked salmon, corn soup, foie gras, strip with prawn and rabbit trio were all excellent."
5,5,5,5,"Fabulous cocktails, spectacular meal, excellent staff, great wine pairings... overall a wonderful evening."
5,5,5,4,"Overall the ambiance is great, but the live music in the adjacent bar could be turned down a bit.  Service is outstanding as is the food.  The menu is somewhat eclectic, but not too far out there.  Palm Court has an outstanding selection of cocktails, served perfectly.  The extra touches add a lot to the experience and the entire staff is on their game.   We will be back at the first opportunity."
5,5,5,5,everything you want from a high-end romantic evening out.
5,5,5,5,"Great experience. This was a special event for us, and going somewhere this 鈥渇ancy鈥 was almost intimidating. But, the staff made us feel very comfortable and there was the freedom to pick and choose which courses we ordered from.  Great food, outstanding presentation, and definitely made our night special."
5,4,5,5,A very special place for celebrating special occasions.
5,5,5,5,Everything was exceptional; I don't think I can recommend a better top to bottom experience than this one.
5,5,5,5,"Absolutely the best, this restaurant is a gem, very creative and delicious food, I really think the chef is a genius.It is expensive so it is best for special occasions."
5,5,5,4,I was a little frustrated that they allow use of cell phones (voice) in the dining room.    Table next to us took no less than 4 calls.
5,5,5,5,"Oriole is one of the finest dining experiences I have had. The overall ambience, service, and menu were all up to a 5-star caliber. I have eaten at a couple of different multi-course, prix fixe menu restaurants, and this one reigns supreme over the others. It definitely earns its two Michelin stars鈥攚ith a pairing of flavors and culinary surprises you may not expect to cohesively deliver a tasteful dish. I don鈥檛 want to spoil their current menu too much for those wanting to go in blind; so, I will just state I liked every single dish they brought forward. Aside from the food, they also gave my partner and I a signed card and additional favors to make our anniversary particularly special. They seemed to really care how the diners felt about their restaurant and that type of thing definitely should not go unnoticed. I can鈥檛 wait until my next trip to Chicago as I have already booked a table well in advance for my return!"
5,5,5,5,"Unbelieveable. The experience, the food, the service, the ambience. Michelin has it wrong giving this place 2 stars. It should be 3. All of the food was hot. Drinks were extremely well balanced. Just unreal"
5,5,5,5,Mom visiting from Korea
5,5,5,5,"Our evening at Oriole was very special and one that we will remember and cherish for years to come. Our server, Eryka was amazing, friendly, very knowledgeable, and absolutely darling. The staff worked seamlessly together, and we felt at home from the moment we walked in. It鈥檚 hard for us to pick just one favorite dish, as they were all incredible, but the mushroom really blew us away. They were also very accommodating to my allergies! The staff at Oriole made Jeff鈥檚 birthday very special and we are very grateful for everyone that was a part of it. We look forward to returning!"
5,5,5,5,One of the best dining experiences and the best choice for my sister's birthday. The food was delicious and they accommodated our dietary needs. The service was impeccable and they made it a special evening all around. It was a beautiful space that was comfortable with a Chicago feel.
5,5,5,5,Totally recommended. My husband and I celebrated our first anniversary here and the staff made us feel so special from beginning to end. Every single course was delicious and the wine pairing absolutely worth it. Amazing and unforgettable experience.
5,5,5,5,4th time. just keeps getting better & better. maybe the best restaurant in the US currently.
5,5,5,5,"We were excited to dine at Oriole for our 38th anniversary. Our dinner more than lived up to our expectations. Each course was beautifully presented, very well explained, and most importantly delicious to eat. The standard wine pairing was tasty, presented a broad range of wines (including sake and pear cider), and informative descriptions from either wait staff or the sommelier. As to the staff, they were extremely attentive, yet unobtrusive and there was absolutely no sense that we were being rushed (in fact, at the conclusion of our evening I was surprised to see that 2 1/2 hours had passed). A final delightful touch was the goody bag, including chocolate chip cookies (including a recipe sheet), a printed menu that included our names and anniversary wishes, and a detailed menu of the wine pairing selections."
5,5,5,5,Amazing food and experience. Easily the best in Chicago
2,2,5,4,"Overall an abundance of effort put into the food. Considering the 2.5 hour long meal, it is an experience rather than just a meal. However, the food was saltier than I would prefer."
5,5,5,5,It鈥檚 was all so beautiful.
5,5,5,5,The food is divine. It is a true dining 鈥渆xperience鈥.
5,5,5,5,Wow!!! Amazing experience- all around
5,4,5,5,"Perhaps the best table service I've ever had. Like a well choreographed dance every step was perfect. While the dishes were very good, I didn't find them to be so delicious that I swooned over them and frankly, at this level I want to swoon!  May be just my personal taste but my dining partner felt pretty much the same way.  For perspective, I've dined at many fine restaurants over the years including Paul Bocuse Restaurant,  Alinea and the French Laundry."
5,5,5,5,Wow! Amazing! I can鈥檛 wait for the menu to change to visit again. The staff is incredible.....& the culinary experience is 5 猸愶笍猸愶笍猸愶笍猸愶笍猸愶笍. Treat yourself to the premium beverage experience & you won鈥檛 be disappointed. My only comment is that they should ask guests to refrain from wearing perfume or cologne....as it interferes with other guests experience.
5,5,5,5,Best meal I've had in the US
5,5,5,5,"Fabulous experience, the ambience, service was impeccable and every detail thought through. The food was exceptional, with every dish providing an incredible taste, texture and flavour. Would highly recommended."
5,5,5,5,Amazing food. Flavors and textures I鈥檝e never experienced before. We shared the standard wine pairing which was plenty and definitely added to the overall dining experience. A full one would have been too much. Service was professional and courteous. The most expensive meal I鈥檝e ever had. It鈥檚 was terrific but $650 for dinner for two and a split pairing (before) tip was a kick in the pants.
5,5,5,5,incredible in every way!
5,5,5,5,"Excellent food and service. Very nice.  Romantic, business, does not matter. Very good."
5,5,5,5,Beyond this incredible! Hands down better than Aliena.
5,5,5,5,Greatest dinner ever an experience of a lifetime
5,5,5,5,Favorite restaurant on Earth!
5,5,5,5,"Phenomenal , One of the best meals I鈥檝e ever had."
5,5,5,5,"An incredible experience. The sommelier was brilliant. The food was extraordinarily. The entry is unique and exciting, an experience unto itself. They treated us beautifully for our anniversary."
5,5,5,5,Easily one of the best three meals I've ever had.  Only one of a few restaurants where EVERY course in the tasting menu was superlative.
5,5,5,5,"One of the top restaurants in the city.  Ate there a year ago, and while the ingredients were similar, it was completely new presentations of their classic dishes.  That shows skill and creativity.  The staff is the kindest and most intelligent in the city.  Everyone who eats at Oriole recognizes it as the top."
3,5,1,4,"My cab was 10 minutes late and she called me from Oriole wondering why. She told me they needed my table later that night and since I was ten minutes behind that I had better 鈥渒eep up with the kitchen 鈥. When google maps got us there we could not find the entrance. I was delayed ten more minutes looking for the entrance.  Beware, you must 鈥渒eep up with the kitchen 鈥  and don鈥檛 let traffic delay you from servicing the diners coming after you!"
5,5,5,5,"Very elegant restaurant. Service was very good. Would have liked it better if all the servers explained about the dishes in a way that I could hear about them better. Some did a very fine job, while others were kind of whispering maybe because they are trying not to disrupt the ambience of the place. The dishes were unique, thoughtful, and very delicious. Specially enjoyed the sablefish course, as well as the rind and uni dish. The wagyu beef was phenomenal. The amount of dishes were just enough for the 2 1/2 hours experience. The cookie and the cookie recipe that were given as to go gifts were a nice touch."
5,5,5,5,Absolutely amazing!  Can鈥檛 wait to go back. The food was sublime. The pairing was perfect. Service was excellent.
5,5,5,5,"Amazing food, fantastic service. I would imagine it takes tremendous talent and dedication to create this experience.  Try the reserve wine pairing, it just might be the best wine pairing in the world!"
5,5,5,5,"Had a great experience, service is one of a kind, and the food was amazing!!"
5,5,5,5,"After 35 years of special occasions at restaurants, this is in the top two and perhaps number one all time.  Incredibly creative and delicious items, paired perfectly with wine, sake and other libations, with servers who are friendly and fastidious without pretension.  An amazing experience."
5,5,5,5,"Amazing food, experience    Would definitely come back again"
5,5,5,5,Great great great great
5,5,5,5,"An unforgettable experience, in all the best ways. The service is the best I鈥檝e ever had at any restaurant and the food was equally outstanding. I would highly recommend this experience."
5,5,5,5,Best meal of my life! Everything mas perfect and delicious!
5,5,5,5,"Food was delicious and original, service is the best I鈥檝e seen in the city."
5,5,5,5,Consistently good food in a warm and inviting setting.  Attentive wait staff but prices a little on the expensive side.
5,5,5,5,"We had a wonderful well prepared dinner on Sunday 11/10/19. The room was active, but not loud.The server was attentive ,but not pushy.Enjoyable!"
5,5,5,5,The best dinner as always.  It never disappoints.  It's also one of the few restaurants that actually made note of the fact that I said it was a birthday celebration when I made the reservation.
5,5,5,5,"Parc is my favorite restaurant.  Even when full the service is fantastic and personal.  The food is delicious, especially the dessert profiteroles!A magical place!"
5,5,4,5,Cocktails were great. Food was great we had breakfast. Everything coming out looked appealing. There was one hostess with very short hair that made the experience a little less than five stars with some attitude but everyone else was very accommodating and went out of their way. The decor was cute and the lighting was adorable. If it鈥檚 nice outside or you can brave the cold the outdoor dining is romantic and adorable. Would go back 100% if in town again!!
5,5,5,5,"You'll think you're in Paris.  Great food, wine, service, ambiance and location.  Looking forward to returning."
4,4,4,5,"The food was great. Ambiance was great. But we were rushed. They twice cleared plates before everyone was done. We were not dining slowly, but at an average pace and it was disappointing to have to request a plate to be put back down because we were not done."
5,5,5,5,Everything was perfect and delicious!!!Staff went above and beyond.
5,5,5,5,Great food for a Saturday brunch!  Enjoyed the cocktails and the beet salad with added chicken was delicious.
5,5,5,5,Great food
5,5,5,5,"Great time at Parc last night. Food was fantastic and the service both at the bar and our table was excellent. Lots of food options and great drink/wine selections as well. Busy place at 9pm on a Friday, so if your looking for action and a great meal, this is the spot."
5,5,5,5,Angel was the best server!!!
3,3,5,3,Seated next to a drafty door.  Steak was under cooked.  Very noisy dining experience.
5,5,5,5,"The food was amazing, I had the Pork Melanaise (the Thursday special) my wife had the Beef Bourguignon. Make sure you leave room for dessert delicious chocolate dish. The service is fantastic we had David as a waiter and the hostesses also took care of us at the table bringing drinks and helping box our leftovers.  the bartenders make the drinks perfectly."
5,5,5,5,Parc is perfect.
5,5,5,5,There is a reason Parc is at the top of every list of Philadelphia's best restaurants. Everything we had was top-notch. The cocktails yummy and flavors balanced. The food was simply perfect and well-proportioned. The environment is elegant yet relaxed. The service was on the ball.
4,4,4,4,"Great menu, fabulous bread basket, knowledgable attentive service. Line cook loves to hit the salt hard, so if you are sensitive, tell them up front.Other than that, food hot, delicious and fresh."
5,5,5,5,"Carol and her team do an amazing job! Always great food and service. No request is too much trouble (even when the customers are causing trouble!). If you haven't had the warm shrimp salad or their chicken paillard, you are missing out!"
5,5,5,4,"Incredible food! From the bread and butter to the entree, everything was delicious. I had the smoked nova tartine and it surpassed all expectations. Only drawback was that the noise level was high which made lunchtime conversation difficult."
5,5,5,5,"As always, the food was phenomenal. We will be back again soon. Thanks!"
5,5,5,5,"Service was fantastic, the staff was on point. The food ... exquisite."
4,4,4,4,Always a great meal at ParcGood foodExcellent serviceNever had a bad experience
1,1,1,2,"The appetizer salad is very poor tasting and very expensive. It鈥檚 just several pieces of lettuce plus two or three pieces of potatoes and bacon, plus an egg which surprisingly has no taste in it! I could have made this ten times better by myself instead of wasting my money in your restaurant!"
5,5,4,5,"This has become my special happy place when I travel to Philly. I prefer breakfast to dinner, but that鈥檚 just me."
5,5,5,5,Visiting child at Penn
5,5,5,4,"Love this spot when in Philly. Great food, excellent service. This trip table location was in less than desirable location, they were unable to change our table , disappointing."
2,2,5,2,We were initially seated in a horrible spot despite speaking with them personally in advance about a nice table to celebrate our anniversary.  We were moved.  My Trout was salty and my husband's beef bourgogne had very little beef and the mashed potatoes were not hot.  We could not eat our dessert because it was so bad.  It was incredibly noisy.  We will not return despite hearing many positive things from other people.
5,5,5,5,Fun experience and delicious!
4,4,5,5,"As  always, a very good meal and great service. Starting with the bread basket right through the appetizers and the entrees the food does not disappoint. The staff is very attentive without overbearing and someone is always nearby to assist with whatever you need.  The desserts always look wonderful but a little short on depth of flavor. A definite recommend to anyone for any meal time."
4,5,3,4,"Parc continues to be reliable, delicious food.  That said, the noise level and crowded tables make it less enjoyable than in the past.  It is so loud, I was with one other person and we were seated so close to a large table that we had to scoot our table away and still had to yell at each other.  It was not relaxing.  We were there at 6:00 p.m.   Maybe we will try a later time period in the future."
2,5,5,4,Horrible table seating
5,5,5,5,Amazing food and service! Our server was very accommodating and helpful. The mushroom tart was one of the best things I have ever eaten.
5,5,5,5,"I love Parc. Consistently good food and service, and great ambience. It鈥檚 like a mini vacation every time I dine there."
4,3,4,3,"The food is good but I usually find it pretty salty across the board. Portion size is fine. The space is very live, especially when it starts to fill up -- hard to hold a conversation without shouting. Still, the location is convenient and the ambiance is fun."
5,5,5,5,"Outstanding food, service and value."
5,5,5,5,Love Parc!  Roast chicken always a winner. Lively atmosphere and friendly service too.
5,5,5,5,"Love Parc. Whether you go for a fun, romantic dinner or have dinner with a group of friends, Parc always delivers."
5,5,5,5,"Recommend? I go here for lunch with friends every month on my monthly visits? Why do I not go anywhere else? Why would I? The food is magnificent, the service is nearly always perfect (an excellent balance of professional and friendly), and the atmosphere is as if you walked into a Paris bistro. The prices are very reasonable for the quality of the food. I recommend the steak frites, the moules frites, the quiche, the burger extraordinaire, and the trout almandine for lunch. For dinner, you are on your own and though I have been there for dinner, I can only recommend the entire menu. Oh! I forgot the mushroom tart as a starter to share for lunch--it is heavenly and just very homemade FRENCH! Okay, I think I am done."
3,4,4,3,It was VERY loud.  The food was good.  The service average.
5,5,5,5,Excellent food and service. We look forward to coming back soon!
5,5,5,5,Best dining experience I鈥檝e had. Excellent quality and very tasty. The service was attentive and personable. Just a perfect experience.
5,5,5,5,It was the best birthday ever! The staff was so enjoyable they definitely were apart of making my experience a pleasant one. The food was magnificent!!! Highly recommended. Per Se knows how to make a girl feel special 馃槏
5,5,5,5,"3 days later, and I am still thinking about the food. It was everything you would expect from a 3 Michelin star restaurant. We went for my birthday, and the menu had my name printed. I received a signed menu, along with special treats at the end of the dinner. I have been recommending Per Se to everyone!"
3,4,3,4,"The food was excellent, if not particularly creative. The Wagyu beef was out of this world. Service was seriously disappointing, ie: I had to request the same glass of wine twice, and when it finally arrived, food sitting on the table, it was the wrong one. No apology, but rather an excuse that the wine was 鈥減robably married with something else鈥(!) was given. Seriously. The waiter was a touch smug and casual bordering on unprofessional. A thousand dollar meal needs to be perfect. This was not. We have eaten at other 3 Michelin star restaurants and this one didn鈥檛 hold up."
5,5,5,5,Absolutely one of the best dining experiences. Everything was impeccable!
5,5,4,5,We were delighted to be able to get a reservation at Per Se for dining on our wedding anniversary.We arrived early with a view to having a pre-dinner celebratory drink but were told in an off hand manner that there was nowhere for us to sit and that there was another bar outside of the restaurant we could use so thought it could have been handled better. Since our last visit the bar area within Per Se has been turned into tables for dining so they have increased their covers.When we did get in we still had to wait for our table and so sat at a high bar area. The tasting menu was great with a lot of choice and standard of the food was excellent again so we weren't disappointed. The staff were very professional and happy to chat - getting the balance on this is quite difficult in my opinion and after a rocky start  they certainly succeeded.This is a very special restaurant and although expensive a place for celebrations.
5,5,5,5,It was excellent from start to finish.
5,5,5,5,Absolutely amazing! Best date ever!!!
5,5,5,5,It was my husband鈥檚 40rh birthday. They surprised us all the time. Amazing.
5,5,5,5,Per Se exceeded my expectations. The experience is worth the price. I hope to dine at Per Se again sometime.
5,5,5,5,Just 鈥楩abulous 鈥 in every way! A huge treat and well worth it!
3,5,5,5,"For me this is 鈥渄estination鈥 dinning. I go to NY  often and it鈥檚 nice to experience the top restaurants once in a while. This was semi short notice so the only time available was for Lunch on Saturday. Everything about the restaurant was super outstanding, especially the service, which is becoming rated these days. Unfortunately we were next to a table, they鈥檙e not that close, of four that included a 12-13 year old boy. It鈥檚 not that children are bad, it鈥檚 the failed parenting strategies that have forgotten about the seldom seen and never heard theories of children in upscale public places. I wish they would have a grown up only policy."
5,5,5,5,"This is a dining establishment beyond compare. Prepare to be pampered while you take in view of the NY skyline and relax in the glow of the fireplace. All waiters are graduates of a culinary school who will help you create the dining experience of a lifetime. 12 plates and an assortment of desserts are served to order at your leisure. The cuisine is original, and diverse with flavors that coax and tease the taste buds. The quality of ingredients is unrivaled; so much so that ""Bread and Butter"" is an entree - ""A smoked Paprika 'Parker House Roll' served with Diane St Clair's Animal Farm Butter."" Diane has 10 cows that she milks and hand churns the butter. No detail is left to chance. All chairs that are not required are removed from the table (before you arrive) so as not to disturb the intimacy. There are as many servers as there are guests who move stealthily to present your next palate-stimulating tasting.No matter your requirements (allergies, vegan, etc) Chef Keller and his staff will ensure that you literally have the meal of a lifetime."
5,5,5,5,"We had easily one of the best meals we have ever had at Per Se.  The tasting menu was incredibly well put together.  Each course seemed to improve upon the one before it.  The service was even better, with very attentive (but unintrusive) staff who took care to explain the dishes and get to know us throughout the dinner.  The pace was prompt, without being rushed and worked through the menu in just about two hours.  Capped off our experience with a kitchen tour and personal compliments to the chefs. Can鈥檛 recommend Per Se enough!"
5,5,5,5,Amazing! There are Michelin restaurants and then there is a Per Se.
5,5,5,5,"It is quite refreshing to enter a restaurant in NYC and have it meet your expectations. Per se did exactly that. The staff made us feel comfortable from the beginning, there was nothing rushed. The view of central park was simple and beautiful. Now the food, memorable, had a range of flavors in every dish, and also thankfully left us full and happy."
5,5,5,5,"Outstanding personalized service combined with incredible food. We were treated like royalty throughout the meal all capped off at the end with a tour of the kitchen escorted by the maitre d鈥, who couldn鈥檛 be more friendly. Not just a meal but a memorable experience!"
5,5,5,5,"I need to say Awesome service, every lovely server treat us like a friend!awesome food, both me n my husband love it, hope coming back again!"
5,5,5,5,One of the great experiences in my life that I will remember for evermore.It exceeded my expectations and I am so happy that I was able to get areservation.
5,5,5,5,"Lovely food, ambiance and service"
5,5,5,4,"Dining at Per Se is really beyond words.  It's an experience where 12 or 13 delicious, delicate and melt in your mouth courses are presented in a huge variety of plates, bowls and vessels of all kinds by young men and women who seem to appreciate being a part of the experience with you.  The fabulous three-hour treat was not stuffy but very fun.  Taking a tour of the kitchen and wine cellar afterwards was a double treat!"
5,5,5,5,"It was amazing. Food, service and ambiance were 5 Star."
5,5,5,5,"With 3 Michelin Stars and already haven visited French Laundry, another Thomas Keller restaurant, I had high expectations for Per Se.  And my expectations were met!  Stunning, dramatic, yet classy ambience, spotless professional service, creative and delicious cuisine.  Just a very special night and experience with friends."
5,5,5,5,This was my first experience at Per Se and I was so excited to go! My husband and I are junkies for Michelin Star restaurants and this was at the top of our list. Definitely met every expectation of a Michelin rated restaurant.
5,5,5,5,Holy guacamole! Chef Keller clearly pays attention to detail as every dish is specially curated. This ain鈥檛 yo鈥 mommas cookin鈥! Grab your napkin and hold on to your britches because there ain鈥檛 no stopping when you鈥檙e on this food train.
5,5,5,5,Fantastic for a special date or occasion
5,5,5,5,Besser gehts nicht ! Essen und Service einfach nur perfekt.
5,5,5,5,"Per Se was perfect. My wife, sister-in-law and I had dinner there at the end of a trip to NYC. It was a chilly evening and they put us next to the fireplace which was very cozy. The food was great. The service was impeccable. They were willing to accommodate changes to the menu if a particular item wasn't to our fancy. We were there for three and one half hours and it was among the most pleasurable dining experiences we have had. It is definitely a special occasion place. Go there when you aren't in a hurry and want to enjoy the best."
5,5,5,5,simply incredible!!!
5,5,5,5,Still one of the greatest spots in NYC. Bill maybe be a bit high but great memories are priceless! Every dish was a hit and the ambience was amazing. Very comfortable and enjoyable experience. Def get the supplements.
5,5,5,5,From start to finish our experience was flawless.
5,5,5,5,Amazing food and amazing service. Truly spot on. I do not think there could have been anything improved upon. Laurel provided a very memorable experience.
5,5,5,5,"Tyler the Maitre d' elevated our experience like no other restaurant we've ever been to. From helpful insider tips on other food NYC hangouts, to staying at the table for casual conversation, to a one-of-a-kind full tour of the kitchen, he was absolutely incredible. We loved every minute of our stay at Per Se and found it even better than its sister, French Laundry. All four of us would rate it as one of the best dining experiences we have ever had."
5,5,5,5,Celebrating my wife鈥檚 birthday. Fantastic food and everything along the way. They have everything thought out from drinks to food it was sublime
5,5,5,5,"Excellent food experience, courteous service, quiet and comfortable environment, food is missed. It is worth going to many times!"
5,5,5,5,Loved it.  Top 10 ever
5,5,5,5,"We celebrated our 10 year wedding anniversary with a trip to New York and a degustation dinner at Per Se. Our expectations for the dinner were high going in and Per Se exceeded them. The food was phenomenal, the service was attentive and the whole occasion just truly memorable."
5,5,5,5,"This was by far one of the most amazing dining experiences I have ever had.  The food was just incredible; but, the service and the experience were amazing as well.  Of particular note, was that we arrived with our 12 year old son and the restaurant staff from the front entrance and throughout the evening were so amazingly friendly and attentive to him as well as to us.  It made for a truly wonderful dining experience that we will never forget."
5,5,5,5,Amazing everything which is not surprising for a Michelin 3 star restaurant but in terms of value I think the vegetarian/pescetarian menus should be priced as high/represent the same value as the standard tasting menu. However overall one of best meals I鈥檝e ever had!
5,5,5,5,"Excellent attentive service from beginning to end. Complementary champagne to help us celebrate our special occasion to tour of the kitchen in the end, dining at Per Se is an experience, not just dining."
5,5,5,5,"We always save the Polo Bar for our last night in the City! It never disappoints. The wait staff is always so respectful and friendly. The food was divine. And, as always, it鈥檚 a great place to people watch. Can鈥檛 wait to return!"
5,4,5,5,"Very nice place, unique. Recommended to all people looking for something else ."
5,5,5,5,"I cannot recommend the Polo Bar enough. My boyfriend and I (not famous in any way) happened to dine at the Polo Bar the same night as a number of big name celebrities. There was absolutely no fuss and we felt equally as important and valued to our servers as anyone else in the restaurant. Food was also divine, I highly recommend the chocolate cake :) Thank you, Polo Bar, for a terrific experience."
